CustomerID,recency,frequency,monetary,R,F,M,rfm_seg,rfm_score,label
14110,3,12,5683.15,4,4,4,444,12,VIP
14111,13,4,692.85,4,4,3,443,11,VIP
14112,22,7,2915.15,4,4,4,444,12,VIP
14113,3,4,1840.42,4,4,4,444,12,VIP
14114,273,2,386.53,1,3,2,132,6,active
14116,19,5,1382.74,4,4,3,443,11,VIP
14117,143,1,90.0,2,1,1,211,4,inactive
14121,3,4,2780.15,4,4,4,444,12,VIP
14124,83,1,419.58,2,1,2,212,5,inactive
14125,10,3,2740.43,4,3,4,434,11,VIP
14126,7,3,706.13,4,3,3,433,10,potential
14127,122,3,709.71,2,3,3,233,8,active
14128,60,2,637.5,3,3,3,333,9,potential
14129,1,5,1123.86,4,4,3,443,11,VIP
14130,318,1,483.86,1,1,2,112,4,inactive
14132,1,11,3586.03,4,4,4,444,12,VIP
14133,129,3,605.64,2,3,2,232,7,active
14135,1,15,4690.31,4,4,4,444,12,VIP
14138,1,2,982.38,4,3,3,433,10,potential
14139,45,1,415.82,3,1,2,312,6,new
14140,3,2,935.05,4,3,3,433,10,potential
14141,2,4,915.13,4,4,3,443,11,VIP
14142,372,1,311.81,1,1,2,112,4,inactive
14143,133,1,115.8,2,1,1,211,4,inactive
14145,46,4,3742.2,3,4,4,344,11,VIP
14146,8,5,4191.0,4,4,4,444,12,VIP
14147,77,2,483.4,2,3,2,232,7,active
14148,233,1,157.2,1,1,1,111,3,inactive
14149,220,1,446.62,1,1,2,112,4,inactive
14150,35,2,658.64,3,3,3,333,9,potential
14152,74,2,621.29,2,3,2,232,7,active
14154,238,2,1345.62,1,3,3,133,7,active
14155,265,1,118.75,1,1,1,111,3,inactive
14156,9,55,117379.63,4,4,4,444,12,VIP
14157,19,2,432.88,4,3,2,432,9,active
14158,39,1,507.66,3,1,2,312,6,new
14159,19,11,4693.01,4,4,4,444,12,VIP
14161,215,3,1110.52,1,3,3,133,7,active
14162,173,2,289.36,2,3,2,232,7,active
14163,86,4,2445.91,2,4,4,244,10,other
14164,70,2,1631.77,3,3,3,333,9,potential
14165,275,1,122.54,1,1,1,111,3,inactive
14167,38,4,574.84,3,4,2,342,9,active
14171,97,1,363.79,2,1,2,212,5,inactive
14173,10,4,450.84,4,4,2,442,10,other
14174,32,1,134.46,3,1,1,311,5,new
14175,59,3,3222.3,3,3,4,334,10,potential
14176,296,4,576.9,1,4,2,142,7,active
14177,85,4,559.41,2,4,2,242,8,active
14178,8,7,1620.93,4,4,3,443,11,VIP
14179,40,2,719.78,3,3,3,333,9,potential
14180,10,25,4748.52,4,4,4,444,12,VIP
14184,66,1,452.89,3,1,2,312,6,new
14185,330,1,197.65,1,1,1,111,3,inactive
14188,30,6,2054.36,3,4,4,344,11,VIP
14189,1,15,4654.08,4,4,4,444,12,VIP
14191,1,13,4684.76,4,4,4,444,12,VIP
14193,67,2,853.39,3,3,3,333,9,potential
14194,4,21,11349.52,4,4,4,444,12,VIP
14195,201,2,1012.0,1,3,3,133,7,active
14196,106,1,335.52,2,1,2,212,5,inactive
14198,17,4,701.4,4,4,3,443,11,VIP
14199,217,1,185.4,1,1,1,111,3,inactive
14201,59,7,747.44,3,4,3,343,10,potential
14204,1,1,161.03,4,1,1,411,6,new
14205,16,2,466.7,4,3,2,432,9,active
14206,238,1,328.16,1,1,2,112,4,inactive
14208,94,1,151.74,2,1,1,211,4,inactive
14209,10,6,2073.43,4,4,4,444,12,VIP
14210,105,6,1905.84,2,4,4,244,10,other
14211,52,9,2241.1,3,4,4,344,11,VIP
14212,89,1,1070.48,2,1,3,213,6,other
14214,30,5,1004.38,3,4,3,343,10,potential
14215,11,6,1789.72,4,4,4,444,12,VIP
14216,2,4,1839.3,4,4,4,444,12,VIP
14217,1,17,2004.98,4,4,4,444,12,VIP
14218,42,1,169.48,3,1,1,311,5,new
14219,3,1,89.94,4,1,1,411,6,new
14220,246,2,632.4,1,3,2,132,6,active
14221,41,9,3432.8,3,4,4,344,11,VIP
14222,176,1,683.17,2,1,3,213,6,other
14223,91,3,991.13,2,3,3,233,8,active
14224,109,4,1050.12,2,4,3,243,9,active
14226,28,5,2232.19,3,4,4,344,11,VIP
14227,25,10,3350.96,3,4,4,344,11,VIP
14229,51,3,1547.2,3,3,3,333,9,potential
14231,183,3,925.71,2,3,3,233,8,active
14232,42,5,2048.07,3,4,4,344,11,VIP
14233,48,4,1462.72,3,4,3,343,10,potential
14234,21,4,775.46,4,4,3,443,11,VIP
14235,74,5,3144.86,2,4,4,244,10,other
14236,80,2,490.86,2,3,2,232,7,active
14237,372,1,161.0,1,1,1,111,3,inactive
14238,325,1,146.85,1,1,1,111,3,inactive
14239,42,11,2380.85,3,4,4,344,11,VIP
14240,29,2,890.34,3,3,3,333,9,potential
14241,183,1,213.7,2,1,1,211,4,inactive
14242,234,2,280.55,1,3,2,132,6,active
14243,8,10,2588.77,4,4,4,444,12,VIP
14245,219,2,1693.45,1,3,4,134,8,rich
14246,110,3,1474.06,2,3,3,233,8,active
14247,277,1,136.77,1,1,1,111,3,inactive
14248,317,1,302.58,1,1,2,112,4,inactive
14250,6,3,1904.05,4,3,4,434,11,VIP
14251,1,5,2879.7,4,4,4,444,12,VIP
14256,259,2,969.06,1,3,3,133,7,active
14257,63,5,3099.72,3,4,4,344,11,VIP
14258,8,9,12669.98,4,4,4,444,12,VIP
14259,141,1,120.0,2,1,1,211,4,inactive
14261,50,2,1163.45,3,3,3,333,9,potential
14262,7,8,2618.23,4,4,4,444,12,VIP
14264,154,2,333.97,2,3,2,232,7,active
14265,108,2,530.18,2,3,2,232,7,active
14267,162,3,1516.24,2,3,3,233,8,active
14270,331,1,492.65,1,1,2,112,4,inactive
14271,225,1,112.32,1,1,1,111,3,inactive
14272,73,2,437.96,2,3,2,232,7,active
14273,50,4,559.97,3,4,2,342,9,active
14276,98,3,1119.74,2,3,3,233,8,active
14277,14,3,4216.2,4,3,4,434,11,VIP
14280,196,1,134.04,2,1,1,211,4,inactive
14282,2,15,3729.34,4,4,4,444,12,VIP
14284,30,2,595.25,3,3,2,332,8,active
14285,20,4,1910.01,4,4,4,444,12,VIP
14286,23,3,4628.75,3,3,4,334,10,potential
14287,7,3,176.63,4,3,1,431,8,active
14288,212,1,426.6,1,1,2,112,4,inactive
14289,8,6,911.26,4,4,3,443,11,VIP
14290,10,5,2314.65,4,4,4,444,12,VIP
14291,1,11,3883.25,4,4,4,444,12,VIP
14292,7,9,4871.93,4,4,4,444,12,VIP
14293,2,4,1046.56,4,4,3,443,11,VIP
14295,39,1,166.2,3,1,1,311,5,new
14297,17,4,1305.33,4,4,3,443,11,VIP
14298,7,44,51527.3,4,4,4,444,12,VIP
14299,7,9,3965.62,4,4,4,444,12,VIP
14300,18,1,43.2,4,1,1,411,6,new
14301,116,1,640.14,2,1,3,213,6,other
14304,222,1,383.45,1,1,2,112,4,inactive
14305,70,3,1858.96,3,3,4,334,10,potential
14306,50,2,2093.32,3,3,4,334,10,potential
14307,88,6,2995.72,2,4,4,244,10,other
14309,7,9,2352.53,4,4,4,444,12,VIP
14311,242,1,310.26,1,1,2,112,4,inactive
14312,46,6,1611.59,3,4,3,343,10,potential
14314,106,1,120.0,2,1,1,211,4,inactive
14315,44,6,2481.13,3,4,4,344,11,VIP
14317,64,1,508.58,3,1,2,312,6,new
14320,206,2,477.79,1,3,2,132,6,active
14321,10,5,1530.75,4,4,3,443,11,VIP
14323,114,2,605.06,2,3,2,232,7,active
14326,241,1,183.85,1,1,1,111,3,inactive
14327,162,1,311.65,2,1,2,212,5,inactive
14329,16,7,5014.84,4,4,4,444,12,VIP
14331,123,2,462.66,2,3,2,232,7,active
14332,22,3,866.31,4,3,3,433,10,potential
14333,67,1,415.2,3,1,2,312,6,new
14334,16,8,2552.21,4,4,4,444,12,VIP
14335,15,2,468.26,4,3,2,432,9,active
14336,16,4,1614.91,4,4,3,443,11,VIP
14338,160,2,588.22,2,3,2,232,7,active
14339,242,1,309.52,1,1,2,112,4,inactive
14340,218,1,134.7,1,1,1,111,3,inactive
14341,44,8,2182.28,3,4,4,344,11,VIP
14342,20,4,668.56,4,4,3,443,11,VIP
14344,126,8,889.93,2,4,3,243,9,active
14345,38,1,108.98,3,1,1,311,5,new
14346,120,2,1021.58,2,3,3,233,8,active
14348,259,1,409.57,1,1,2,112,4,inactive
14349,9,1,133.5,4,1,1,411,6,new
14350,273,1,282.93,1,1,2,112,4,inactive
14351,164,1,51.0,2,1,1,211,4,inactive
14352,156,4,1078.96,2,4,3,243,9,active
14353,214,1,90.6,1,1,1,111,3,inactive
14354,5,2,163.62,4,3,1,431,8,active
14355,365,1,174.4,1,1,1,111,3,inactive
14356,79,2,701.23,2,3,3,233,8,active
14357,42,1,225.77,3,1,1,311,5,new
14359,18,3,912.18,4,3,3,433,10,potential
14360,31,4,2128.23,3,4,4,344,11,VIP
14362,21,1,161.2,4,1,1,411,6,new
14364,108,8,3717.35,2,4,4,244,10,other
14367,7,16,9261.52,4,4,4,444,12,VIP
14368,319,1,155.0,1,1,1,111,3,inactive
14371,294,1,100.5,1,1,1,111,3,inactive
14373,357,1,76.55,1,1,1,111,3,inactive
14375,184,1,257.68,2,1,2,212,5,inactive
14377,190,2,617.05,2,3,2,232,7,active
14379,43,2,348.1,3,3,2,332,8,active
14381,51,1,202.68,3,1,1,311,5,new
14382,25,1,626.07,3,1,2,312,6,new
14383,37,3,1247.69,3,3,3,333,9,potential
14385,8,3,202.11,4,3,1,431,8,active
14386,296,1,142.4,1,1,1,111,3,inactive
14387,32,3,1770.56,3,3,4,334,10,potential
14388,9,8,3212.84,4,4,4,444,12,VIP
14389,64,2,1043.46,3,3,3,333,9,potential
14390,9,9,4652.82,4,4,4,444,12,VIP
14393,217,1,67.95,1,1,1,111,3,inactive
14395,1,9,3507.71,4,4,4,444,12,VIP
14396,64,2,487.99,3,3,2,332,8,active
14397,2,19,2612.96,4,4,4,444,12,VIP
14400,148,1,574.7,2,1,2,212,5,inactive
14401,3,13,4051.48,4,4,4,444,12,VIP
14403,129,4,1475.81,2,4,3,243,9,active
14404,33,6,1474.32,3,4,3,343,10,potential
14406,118,1,156.75,2,1,1,211,4,inactive
14407,106,6,2157.73,2,4,4,244,10,other
14408,10,7,2606.53,4,4,4,444,12,VIP
14409,70,6,2059.45,3,4,4,344,11,VIP
14410,91,9,1105.07,2,4,3,243,9,active
14411,310,1,1063.0,1,1,3,113,5,other
14412,42,2,770.03,3,3,3,333,9,potential
14413,361,1,122.7,1,1,1,111,3,inactive
14414,91,7,1496.98,2,4,3,243,9,active
14415,0,13,5900.28,4,4,4,444,12,VIP
14416,21,2,490.22,4,3,2,432,9,active
14418,3,3,1937.25,4,3,4,434,11,VIP
14419,10,6,1058.06,4,4,3,443,11,VIP
14420,98,1,387.52,2,1,2,212,5,inactive
14421,56,2,813.11,3,3,3,333,9,potential
14422,0,6,4263.64,4,4,4,444,12,VIP
14423,217,1,265.2,1,1,2,112,4,inactive
14424,17,1,322.08,4,1,2,412,7,new
14426,23,10,4481.67,3,4,4,344,11,VIP
14427,49,2,363.34,3,3,2,332,8,active
14428,6,5,1244.83,4,4,3,443,11,VIP
14431,302,1,470.36,1,1,2,112,4,inactive
14432,9,6,2255.51,4,4,4,444,12,VIP
14434,21,6,1372.8,4,4,3,443,11,VIP
14436,98,1,89.06,2,1,1,211,4,inactive
14437,365,1,63.0,1,1,1,111,3,inactive
14438,305,1,131.9,1,1,1,111,3,inactive
14439,319,1,2661.24,1,1,4,114,6,rich
14440,7,5,2357.68,4,4,4,444,12,VIP
14441,0,4,1712.89,4,4,4,444,12,VIP
14442,204,2,1589.82,1,3,3,133,7,active
14443,53,4,1420.2,3,4,3,343,10,potential
14446,0,4,1039.58,4,4,3,443,11,VIP
14447,18,5,1163.23,4,4,3,443,11,VIP
14448,8,2,375.35,4,3,2,432,9,active
14449,18,4,907.1,4,4,3,443,11,VIP
14450,180,3,483.25,2,3,2,232,7,active
14451,59,2,662.59,3,3,3,333,9,potential
14452,10,2,264.44,4,3,2,432,9,active
14453,189,1,119.93,2,1,1,211,4,inactive
14456,4,9,3062.4,4,4,4,444,12,VIP
14457,310,1,113.64,1,1,1,111,3,inactive
14459,154,1,1837.92,2,1,4,214,7,rich
14460,109,3,434.34,2,3,2,232,7,active
14461,147,3,2103.06,2,3,4,234,9,rich
14462,65,11,2004.02,3,4,4,344,11,VIP
14463,97,3,529.62,2,3,2,232,7,active
14465,246,3,1058.62,1,3,3,133,7,active
14466,28,7,2272.4,3,4,4,344,11,VIP
14467,17,4,598.76,4,4,2,442,10,other
14470,11,2,461.19,4,3,2,432,9,active
14472,103,8,1936.84,2,4,4,244,10,other
14473,73,2,234.34,2,3,1,231,6,active
14474,45,1,547.66,3,1,2,312,6,new
14475,71,3,925.85,3,3,3,333,9,potential
14476,256,1,215.7,1,1,1,111,3,inactive
14477,19,4,1309.6,4,4,3,443,11,VIP
14479,253,2,316.25,1,3,2,132,6,active
14480,10,1,279.05,4,1,2,412,7,new
14481,164,2,636.51,2,3,3,233,8,active
14482,17,6,2068.15,4,4,4,444,12,VIP
14483,281,1,137.1,1,1,1,111,3,inactive
14484,49,1,321.92,3,1,2,312,6,new
14485,38,1,165.75,3,1,1,311,5,new
14487,26,6,1196.33,3,4,3,343,10,potential
14488,67,1,1064.28,3,1,3,313,7,other
14489,206,1,463.38,1,1,2,112,4,inactive
14491,174,2,340.93,2,3,2,232,7,active
14493,6,5,2383.24,4,4,4,444,12,VIP
14494,25,1,139.56,3,1,1,311,5,new
14495,50,2,123.8,3,3,1,331,7,active
14496,311,2,538.81,1,3,2,132,6,active
14497,308,1,475.37,1,1,2,112,4,inactive
14498,42,5,1957.32,3,4,4,344,11,VIP
14499,25,3,815.32,3,3,3,333,9,potential
14500,87,3,356.85,2,3,2,232,7,active
14501,183,2,251.21,2,3,2,232,7,active
14502,19,11,2470.67,4,4,4,444,12,VIP
14503,2,6,3543.26,4,4,4,444,12,VIP
14504,46,4,673.26,3,4,3,343,10,potential
14505,16,8,5905.64,4,4,4,444,12,VIP
14506,16,5,2012.17,4,4,4,444,12,VIP
14507,23,6,1383.18,3,4,3,343,10,potential
14508,21,2,276.42,4,3,2,432,9,active
14511,10,5,1314.81,4,4,3,443,11,VIP
14512,187,2,275.28,2,3,2,232,7,active
14513,100,3,455.59,2,3,2,232,7,active
14514,60,3,1055.35,3,3,3,333,9,potential
14515,17,6,2102.09,4,4,4,444,12,VIP
14517,32,2,330.45,3,3,2,332,8,active
14518,63,1,174.37,3,1,1,311,5,new
14520,1,2,270.6,4,3,2,432,9,active
14522,23,4,974.54,3,4,3,343,10,potential
14523,107,1,241.09,2,1,2,212,5,inactive
14524,31,9,1867.68,3,4,4,344,11,VIP
14525,19,9,4332.2,4,4,4,444,12,VIP
14527,2,55,8508.82,4,4,4,444,12,VIP
14528,36,1,364.22,3,1,2,312,6,new
14529,59,3,620.04,3,3,2,332,8,active
14530,25,6,2925.91,3,4,4,344,11,VIP
14532,235,4,932.85,1,4,3,143,8,active
14533,24,7,1949.72,3,4,4,344,11,VIP
14534,2,18,4447.05,4,4,4,444,12,VIP
14535,59,3,2864.19,3,3,4,334,10,potential
14536,259,1,171.8,1,1,1,111,3,inactive
14537,57,1,355.56,3,1,2,312,6,new
14538,64,2,388.25,3,3,2,332,8,active
14539,15,2,537.48,4,3,2,432,9,active
14540,9,3,996.26,4,3,3,433,10,potential
14541,58,8,1461.65,3,4,3,343,10,potential
14542,185,1,103.25,2,1,1,211,4,inactive
14543,28,16,3630.33,3,4,4,344,11,VIP
14544,23,2,2024.45,3,3,4,334,10,potential
14546,4,5,2578.09,4,4,4,444,12,VIP
14547,3,8,4007.54,4,4,4,444,12,VIP
14548,150,2,652.8,2,3,3,233,8,active
14549,310,1,289.24,1,1,2,112,4,inactive
14550,10,2,765.62,4,3,3,433,10,potential
14551,17,2,186.23,4,3,1,431,8,active
14552,151,1,165.07,2,1,1,211,4,inactive
14553,18,5,859.27,4,4,3,443,11,VIP
14554,9,4,2381.04,4,4,4,444,12,VIP
14555,56,2,324.14,3,3,2,332,8,active
14557,84,1,788.38,2,1,3,213,6,other
14560,6,22,2237.77,4,4,4,444,12,VIP
14561,75,3,1080.76,2,3,3,233,8,active
14562,3,18,5074.77,4,4,4,444,12,VIP
14565,95,4,3099.12,2,4,4,244,10,other
14566,110,1,1432.0,2,1,3,213,6,other
14567,56,2,1530.36,3,3,3,333,9,potential
14569,0,1,227.39,4,1,1,411,6,new
14570,280,2,218.06,1,3,1,131,5,other
14572,2,7,2832.84,4,4,4,444,12,VIP
14573,179,9,1653.42,2,4,4,244,10,other
14576,371,1,35.4,1,1,1,111,3,inactive
14577,12,4,859.71,4,4,3,443,11,VIP
14578,2,1,168.63,4,1,1,411,6,new
14581,16,1,138.6,4,1,1,411,6,new
14582,40,1,114.11,3,1,1,311,5,new
14583,5,5,1052.55,4,4,3,443,11,VIP
14584,168,4,1042.26,2,4,3,243,9,active
14585,49,1,157.05,3,1,1,311,5,new
14586,276,1,237.36,1,1,1,111,3,inactive
14587,18,9,1601.14,4,4,3,443,11,VIP
14589,371,1,39.75,1,1,1,111,3,inactive
14591,14,4,1447.14,4,4,3,443,11,VIP
14592,34,3,570.46,3,3,2,332,8,active
14593,21,3,617.99,4,3,2,432,9,active
14594,6,2,379.83,4,3,2,432,9,active
14595,19,6,1740.6,4,4,4,444,12,VIP
14597,10,2,883.15,4,3,3,433,10,potential
14598,43,1,221.97,3,1,1,311,5,new
14600,305,1,393.33,1,1,2,112,4,inactive
14601,10,1,213.96,4,1,1,411,6,new
14603,274,1,660.0,1,1,3,113,5,other
14606,0,93,12156.65,4,4,4,444,12,VIP
14607,15,14,16569.5,4,4,4,444,12,VIP
14608,3,4,1785.15,4,4,4,444,12,VIP
14609,71,4,601.56,3,4,2,342,9,active
14616,242,3,406.08,1,3,2,132,6,active
14618,8,3,553.44,4,3,2,432,9,active
14619,245,1,394.44,1,1,2,112,4,inactive
14620,205,2,412.78,1,3,2,132,6,active
14621,0,5,1788.36,4,4,4,444,12,VIP
14622,184,1,320.58,2,1,2,212,5,inactive
14623,31,5,889.25,3,4,3,343,10,potential
14624,56,2,225.85,3,3,1,331,7,active
14625,195,2,899.63,2,3,3,233,8,active
14626,23,4,2791.27,3,4,4,344,11,VIP
14628,90,2,671.96,2,3,3,233,8,active
14629,3,2,959.01,4,3,3,433,10,potential
14631,50,3,1006.98,3,3,3,333,9,potential
14632,262,1,114.56,1,1,1,111,3,inactive
14633,265,1,344.9,1,1,2,112,4,inactive
14636,35,2,609.85,3,3,2,332,8,active
14638,50,1,443.6,3,1,2,312,6,new
14639,51,6,2984.49,3,4,4,344,11,VIP
14640,23,6,2125.08,3,4,4,344,11,VIP
14641,21,1,110.46,4,1,1,411,6,new
14642,58,1,96.12,3,1,1,311,5,new
14643,169,2,693.81,2,3,3,233,8,active
14644,67,2,830.76,3,3,3,333,9,potential
14645,156,2,597.09,2,3,2,232,7,active
14646,1,73,280206.02,4,4,4,444,12,VIP
14647,200,1,243.22,1,1,2,112,4,inactive
14649,4,4,1417.29,4,4,3,443,11,VIP
14651,66,2,654.6,3,3,3,333,9,potential
14652,76,1,114.18,2,1,1,211,4,inactive
14653,0,7,1947.55,4,4,4,444,12,VIP
14655,7,4,1932.23,4,4,4,444,12,VIP
14656,168,2,291.05,2,3,2,232,7,active
14657,17,4,848.22,4,4,3,443,11,VIP
14658,4,2,247.15,4,3,2,432,9,active
14659,8,9,2529.93,4,4,4,444,12,VIP
14660,86,2,285.74,2,3,2,232,7,active
14661,26,1,107.95,3,1,1,311,5,new
14662,28,4,771.17,3,4,3,343,10,potential
14664,19,2,637.89,4,3,3,433,10,potential
14665,60,5,1835.7,3,4,4,344,11,VIP
14666,23,1,195.25,3,1,1,311,5,new
14667,10,25,9241.2,4,4,4,444,12,VIP
14669,241,3,1269.99,1,3,3,133,7,active
14670,279,2,411.53,1,3,2,132,6,active
14672,234,2,765.55,1,3,3,133,7,active
14673,2,5,1736.4,4,4,4,444,12,VIP
14675,15,1,604.75,4,1,2,412,7,new
14676,30,6,2548.24,3,4,4,344,11,VIP
14680,24,16,28754.11,3,4,4,344,11,VIP
14681,70,3,498.95,3,3,2,332,8,active
14682,187,2,52.0,2,3,1,231,6,active
14684,25,5,1236.28,3,4,3,343,10,potential
14687,106,1,628.38,2,1,2,212,5,inactive
14688,7,21,5630.87,4,4,4,444,12,VIP
14689,208,1,112.8,1,1,1,111,3,inactive
14690,43,2,371.7,3,3,2,332,8,active
14691,30,5,2114.33,3,4,4,344,11,VIP
14692,136,4,591.55,2,4,2,242,8,active
14693,264,1,172.9,1,1,1,111,3,inactive
14696,3,7,2078.95,4,4,4,444,12,VIP
14697,217,2,188.61,1,3,1,131,5,other
14698,1,5,1250.76,4,4,3,443,11,VIP
14699,213,1,109.13,1,1,1,111,3,inactive
14700,31,3,2235.3,3,3,4,334,10,potential
14701,10,9,2549.37,4,4,4,444,12,VIP
14702,0,17,3292.14,4,4,4,444,12,VIP
14703,14,1,318.17,4,1,2,412,7,new
14704,10,9,1546.91,4,4,3,443,11,VIP
14705,198,1,179.0,2,1,1,211,4,inactive
14708,2,3,1126.37,4,3,3,433,10,potential
14709,14,13,4921.04,4,4,4,444,12,VIP
14710,13,4,606.13,4,4,2,442,10,other
14711,9,11,2868.8,4,4,4,444,12,VIP
14712,28,3,917.07,3,3,3,333,9,potential
14713,8,11,2666.36,4,4,4,444,12,VIP
14714,23,1,160.19,3,1,1,311,5,new
14715,24,4,867.38,3,4,3,343,10,potential
14716,42,2,329.68,3,3,2,332,8,active
14719,1,5,1602.13,4,4,3,443,11,VIP
14720,5,3,663.81,4,3,3,433,10,potential
14722,146,1,187.92,2,1,1,211,4,inactive
14723,9,6,1158.3,4,4,3,443,11,VIP
14725,24,1,718.08,3,1,3,313,7,other
14727,273,1,268.58,1,1,2,112,4,inactive
14729,373,1,313.49,1,1,2,112,4,inactive
14730,0,8,2005.06,4,4,4,444,12,VIP
14731,46,3,380.02,3,3,2,332,8,active
14732,7,8,2702.49,4,4,4,444,12,VIP
14733,15,12,9585.91,4,4,4,444,12,VIP
14735,3,32,6065.69,4,4,4,444,12,VIP
14737,3,3,1164.55,4,3,3,433,10,potential
14738,42,7,1314.45,3,4,3,343,10,potential
14739,3,7,3902.28,4,4,4,444,12,VIP
14740,196,3,1448.21,2,3,3,233,8,active
14741,11,6,1400.34,4,4,3,443,11,VIP
14744,15,7,1099.98,4,4,3,443,11,VIP
14745,112,5,1220.26,2,4,3,243,9,active
14747,248,1,328.2,1,1,2,112,4,inactive
14748,28,5,1415.75,3,4,3,343,10,potential
14752,43,1,389.64,3,1,2,312,6,new
14753,86,1,563.15,2,1,2,212,5,inactive
14754,44,2,638.05,3,3,3,333,9,potential
14755,9,11,5010.28,4,4,4,444,12,VIP
14756,14,1,738.96,4,1,3,413,8,other
14757,74,1,420.5,2,1,2,212,5,inactive
14758,144,4,1484.06,2,4,3,243,9,active
14759,4,3,1625.97,4,3,3,433,10,potential
14760,296,1,89.2,1,1,1,111,3,inactive
14761,58,2,255.9,3,3,2,332,8,active
14762,263,1,300.52,1,1,2,112,4,inactive
14764,46,1,278.3,3,1,2,312,6,new
14765,28,3,254.11,3,3,2,332,8,active
14766,7,6,2473.37,4,4,4,444,12,VIP
14768,16,2,192.6,4,3,1,431,8,active
14769,2,8,10674.75,4,4,4,444,12,VIP
14770,231,2,876.42,1,3,3,133,7,active
14772,111,1,139.26,2,1,1,211,4,inactive
14775,57,3,1011.9,3,3,3,333,9,potential
14776,50,11,2538.3,3,4,4,344,11,VIP
14778,126,2,730.86,2,3,3,233,8,active
14779,280,3,386.15,1,3,2,132,6,active
14780,54,2,447.68,3,3,2,332,8,active
14782,319,1,200.1,1,1,1,111,3,inactive
14784,25,2,289.99,3,3,2,332,8,active
14785,9,2,77.4,4,3,1,431,8,active
14788,6,2,679.44,4,3,3,433,10,potential
14789,28,1,197.64,3,1,1,311,5,new
14790,16,4,745.06,4,4,3,443,11,VIP
14792,63,1,6.2,3,1,1,311,5,new
14793,20,1,228.99,4,1,1,411,6,new
14794,2,7,1319.91,4,4,3,443,11,VIP
14795,165,1,131.45,2,1,1,211,4,inactive
14796,0,17,8022.49,4,4,4,444,12,VIP
14798,52,3,173.74,3,3,1,331,7,active
14799,50,1,157.7,3,1,1,311,5,new
14800,47,12,4339.74,3,4,4,344,11,VIP
14801,60,1,193.14,3,1,1,311,5,new
14803,161,3,845.55,2,3,3,233,8,active
14804,8,1,353.27,4,1,2,412,7,new
14805,14,4,554.65,4,4,2,442,10,other
14806,74,1,193.39,2,1,1,211,4,inactive
14808,39,8,2741.17,3,4,4,344,11,VIP
14810,40,11,2087.88,3,4,4,344,11,VIP
14813,369,2,155.43,1,3,1,131,5,other
14815,36,2,778.5,3,3,3,333,9,potential
14816,196,1,271.85,2,1,2,212,5,inactive
14817,199,2,1110.34,1,3,3,133,7,active
14818,73,3,657.8,2,3,3,233,8,active
14819,63,2,272.07,3,3,2,332,8,active
14820,20,4,507.29,4,4,2,442,10,other
14821,366,1,48.8,1,1,1,111,3,inactive
14823,179,3,321.43,2,3,2,232,7,active
14824,9,4,1127.71,4,4,3,443,11,VIP
14825,3,12,2226.91,4,4,4,444,12,VIP
14828,196,3,2139.76,2,3,4,234,9,rich
14829,28,4,697.55,3,4,3,343,10,potential
14830,52,1,197.13,3,1,1,311,5,new
14834,17,6,1720.3,4,4,4,444,12,VIP
14836,9,3,102.45,4,3,1,431,8,active
14837,89,4,1649.5,2,4,4,244,10,other
14840,267,1,62.85,1,1,1,111,3,inactive
14841,52,6,3295.76,3,4,4,344,11,VIP
14842,43,4,2824.69,3,4,4,344,11,VIP
14844,63,4,3189.81,3,4,4,344,11,VIP
14847,148,1,309.4,2,1,2,212,5,inactive
14849,21,25,7930.54,4,4,4,444,12,VIP
14850,311,1,325.75,1,1,2,112,4,inactive
14851,22,2,511.35,4,3,2,432,9,active
14852,57,6,2836.69,3,4,4,344,11,VIP
14853,23,2,475.8,3,3,2,332,8,active
14854,77,7,2759.83,2,4,4,244,10,other
14855,118,2,645.65,2,3,3,233,8,active
14856,35,3,1311.38,3,3,3,333,9,potential
14857,59,2,1173.12,3,3,3,333,9,potential
14859,12,4,1353.74,4,4,3,443,11,VIP
14860,18,1,170.32,4,1,1,411,6,new
14861,51,1,125.79,3,1,1,311,5,new
14862,25,2,841.2,3,3,3,333,9,potential
14863,28,1,266.76,3,1,2,312,6,new
14865,6,2,52.2,4,3,1,431,8,active
14866,10,12,14389.9,4,4,4,444,12,VIP
14867,185,3,710.28,2,3,3,233,8,active
14868,2,8,2953.59,4,4,4,444,12,VIP
14869,8,2,725.7,4,3,3,433,10,potential
14870,261,1,327.25,1,1,2,112,4,inactive
14871,2,4,522.38,4,4,2,442,10,other
14873,209,1,519.68,1,1,2,112,4,inactive
14875,107,2,1465.32,2,3,3,233,8,active
14878,12,9,1485.54,4,4,3,443,11,VIP
14880,76,3,706.19,2,3,3,233,8,active
14881,19,1,255.4,4,1,2,412,7,new
14882,26,2,589.7,3,3,2,332,8,active
14883,18,6,761.59,4,4,3,443,11,VIP
14885,131,1,765.32,2,1,3,213,6,other
14886,252,1,364.8,1,1,2,112,4,inactive
14887,78,1,1862.0,2,1,4,214,7,rich
14888,206,1,369.2,1,1,2,112,4,inactive
14889,335,1,135.9,1,1,1,111,3,inactive
14890,253,1,125.65,1,1,1,111,3,inactive
14891,147,2,554.38,2,3,2,232,7,active
14893,9,2,1237.85,4,3,3,433,10,potential
14894,84,1,655.75,2,1,3,213,6,other
14895,7,20,11138.71,4,4,4,444,12,VIP
14896,204,2,468.77,1,3,2,132,6,active
